profile,shop,item_url,shop_url,price,flag,item_id
航天电器 9.8公斤 家用脱水机 甩干机 脱水桶 【京东发货】 T98-988 9.8公斤全塑内桶,文理冰洗专营店,https://item.jd.com/10424440336.html,//mall.jd.com/index-196789.html,,,10424440336
Haier海尔10公斤直驱无刷变频静音滚筒洗衣机XQG100-BX1228A,海尔驰郑冰洗专卖店,https://item.jd.com/11718477873.html,//mall.jd.com/index-653017.html,,,11718477873
小天鹅(Little Swan) TB70-1208WH   7公斤家用全自动波轮洗衣机,博美专营店,https://item.jd.com/10721040482.html,//mall.jd.com/index-608829.html,,,10721040482
profile,shop,item_url,shop_url,price,flag,item_id
【京东发货】志高（Chigo）CHB53553YR 5.5公斤全自动波轮洗衣机宿舍迷你智能 灰色,志高冰洗旗舰店,https://item.jd.com/11523185865.html,//mall.jd.com/index-610863.html,,,11523185865
小天鹅（LittleSwan） TB90-6288WDCLG 9公斤洗衣机自动智能金色,云中专营店,https://item.jd.com/10577180054.html,//yunzhongjd.jd.com,,,10577180054
樱花（SAKURA XPB60-2188S 6公斤半自动洗衣机 迷你小双桶洗衣机,蓝夫佳电器专营店,https://item.jd.com/10617035297.html,//mall.jd.com/index-39146.html,,,10617035297
LG WD-F1495BDS 12公斤直驱DD变频滚筒洗衣机 韩国原装进口 减震阻尼技术 高温蒸汽（银色）,LG家电官方旗舰店,https://item.jd.com/2181650.html,//mall.jd.com/index-1000001762.html,,JD自营,2181650
松下（panasonic）罗密欧系列特价机 全自动家用滚筒洗衣机静音 薄款800转白色6公斤下排水M6021,松下互众专卖店,https://item.jd.com/10719190726.html,//panasonic-hz.jd.com,,,10719190726
小天鹅（LittleSwan）TB80-Mute60WD 8公斤变频全自动波轮洗衣机（灰色） 京东微联智能APP手机控制,小天鹅洗衣机旗舰店,https://item.jd.com/2679673.html,//mall.jd.com/index-1000002505.html,,JD自营,2679673
金盾 XQB50-2155 5公斤家用波轮全自动洗衣机小型洗衣机单筒单桶宿舍波轮洗衣机,聚力专营店,https://item.jd.com/10623944460.html,//mall.jd.com/index-594124.html,,,10623944460
惠而浦(Whirlpool) WF812921BL5W 第六感智能洁净 8.5KG变频智能快洗滚筒洗衣机(极地灰),惠而浦冰洗旗舰店,https://item.jd.com/4015464.html,//whirlpool.jd.com,,JD自营,4015464
Midea/美的 MB100-6000QCS 10kg大容量自动波轮洗衣机家用节能银色,云中专营店,https://item.jd.com/10571485983.html,//yunzhongjd.jd.com,,,10571485983
先科(SAST)XQB48-1487Z全自动洗衣机迷你 家用波轮小洗衣机婴儿4.8公斤 灰白色,安涛电器专营店,https://item.jd.com/10988191551.html,//sastantao.jd.com,,,10988191551
金盾 XQB70-4155 7公斤商用投币洗衣机波轮脱水全自动洗衣机可配微信刷卡硬币兑换机 单投币+微信,聚力专营店,https://item.jd.com/11677737375.html,//mall.jd.com/index-594124.html,,,11677737375
