star_num,comment_id,content,item_id,user_name,page
star sa5,comment-8,"心　　得：还可以听不错的噪音很小,操作简单,脱水声音小,物美价廉,全自动不错,操作简单,脱水很好,噪音很小,送货快,占空间小,脱水声音小,洗衣机不错,容量大,操作简单,全自动不错,操作简单,,颜　　色：XQB65-618",10399572314,j***c,4
star sa5,comment-12,"心　　得：才到就用了，才洗了十多件，就闻见洗衣机的糊臭味，而且甩干都不行洗衣效果好,动力足,洗衣机不错,噪音很小,占空间小,操作简单,洗衣效果好,,颜　　色：蓝色",10121346853,书***痛,8
star sa5,comment-13,"心　　得：京都物流惊人速度快！继续合作！！洗衣效果好,动力足,洗衣机不错,噪音很小,占空间小,操作简单,洗衣效果好,,颜　　色：蓝色",10121346853,bfsjeykjoZQb,8
star sa3,comment-14,"标　　签：洗衣效果好,动力足,洗衣机不错,噪音很小,占空间小,操作简单,洗衣效果好,,心　　得：洗衣机还行，就是我要的发票，只给一张机打的收据，当我不认识发票是吗？不给差评已经不错了，第一次遇到这样的,颜　　色：蓝色",10121346853,落***冷,8
star sa5,comment-11,"心　　得：看了评论买的 价格也合适 绝对对得起这个价格 好用 配送也到位，物流也很快，洗出来的衣服也很干净。总之一句话 物有所值。唯一不足就是家里水龙头不匹配 试了半天才弄好 客服非常耐心。操作简单,送货快,洗衣干净,物美价廉,,晒　　单：,颜　　色：XQB65-618【京东发货】",10399572314,jd_136747dlo,1
star sa5,comment-12,"心　　得：好操作简单,送货快,洗衣干净,物美价廉,,颜　　色：XQB65-618【京东发货】",10399572314,j***b,1
star sa5,comment-13,"心　　得：不错，没想到这个价钱买到这么好的洗衣机，太好了，很不错操作简单,送货快,洗衣干净,物美价廉,,晒　　单：,颜　　色：XQB65-618【京东发货】",10399572314,j***m,1
star sa5,comment-30,"心　　得：价格优费，比实体店优费，支持国货脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,4***彭,4
star sa5,comment-24,"心　　得：用了两天还行，快速的时候有点晃。容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,颜　　色：10公斤直驱变频滚筒",2426551,j***5,5
star sa5,comment-25,"心　　得：试用了一下，感觉不错，就是感觉洗衣时间挺长容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***3,5
star sa5,comment-28,"心　　得：物流很给力不到24小时送到家送货前提前打电话预约了时间 ，而且要求打开检查外观并免费安装 但因为水管自己未改好而没有安装  特意嘱咐安装前把机器后边的几颗固定螺丝拆掉 并简单介绍了安装方法和注意事项。至今还未试机希望使用感受能满意洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,低***华,6
star sa4,comment-29,"标　　签：洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,心　　得：洗衣机确实不错，大气美观，噪音很小，衣服洗得干净，也不是很占地方。唯一不足的就是排水管确实有点短，,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***1,6
star sa5,comment-14,"心　　得：很小巧实用动力足,洗衣机不错,送货快,省水省电,占空间小,一般,洗衣效果好,物美价廉,,颜　　色：蓝色",10121346853,j***k,5
star sa5,comment-15,"标　　签：动力足,洗衣机不错,送货快,省水省电,占空间小,一般,洗衣效果好,物美价廉,,心　　得：很好,颜　　色：蓝色",10121346853,m***2,5
star sa3,comment-14,"标　　签：一般,物美价廉,送货快,送货快,一般,一般,一般,,心　　得：比预想的差很多，最多洗两件外衣，甩干不如手拧的，没办法，这个价格一定没好货。三星是送给快递的。,颜　　色：蓝色",10121346853,j***x,7
star sa5,comment-15,"心　　得：还行一般,物美价廉,送货快,送货快,一般,一般,一般,,颜　　色：蓝色",10121346853,j***w,7
star sa1,comment-14,"心　　得：太坑了，想退都退不了，唉，自认吧洗衣机不错,送货快,洗衣干净,操作简单,噪音很小,噪音很小,洗衣机不错,容量大,动力足,噪音很小,洗衣效果好,洗衣时间短,,颜　　色：蓝色",10121346853,j***e,6
star sa5,comment-15,"心　　得：特别好洗衣机不错,送货快,洗衣干净,操作简单,噪音很小,噪音很小,洗衣机不错,容量大,动力足,噪音很小,洗衣效果好,洗衣时间短,,颜　　色：蓝色",10121346853,s***1,6
star sa1,comment-16,"心　　得：第一次用，就出现小毛病，排水阀关不紧！洗衣机不错,送货快,洗衣干净,操作简单,噪音很小,噪音很小,洗衣机不错,容量大,动力足,噪音很小,洗衣效果好,洗衣时间短,,颜　　色：蓝色",10121346853,WBwEbJZFlHUb,6
star sa5,comment-13,"心　　得：可以洗4-5件 夏季衣服。
脱水不是理想。容量大,占空间小,噪音很小,操作简单,动力足,操作简单,噪音很小,,颜　　色：蓝色",10121346853,j***雨,4
star sa5,comment-14,"心　　得：东西样子还可以，就是甩干很差劲，可以洗的东西也挺多，买回来才发现不是很实用容量大,占空间小,噪音很小,操作简单,动力足,操作简单,噪音很小,,颜　　色：蓝色",10121346853,j***6,4
star sa5,comment-15,"心　　得：好容量大,占空间小,噪音很小,操作简单,动力足,操作简单,噪音很小,,颜　　色：蓝色",10121346853,j***r,4
star sa5,comment-24,"心　　得：很好用,就是比我想象的要小很多,动力还可以/省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,,颜　　色：蓝色",10121346853,我***无,2
star sa5,comment-25,"心　　得：挺好用，甩的不是很干省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,,颜　　色：蓝色",10121346853,L***a,2
star sa5,comment-26,"心　　得：用过一次，还不错，洗衣动力足够，甩干基本就力不从心了。省水省电,物美价廉,动力足,操作简单,物美价廉,一般,一般,,颜　　色：蓝色",10121346853,飞***飞,2
star_num,comment_id,content,item_id,user_name,page
star sa5,comment-1,"心　　得：准时送货，送货员态度好。未预约安装，使用效果未知。容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,颜　　色：10公斤直驱变频滚筒",2426551,l***7,1
star sa5,comment-2,"心　　得：海尔最好的洗衣机了，前段时间刚买了一个10公斤的中端，这次赶上5.1活动再买一个放等搬新房用，具体效果用段时间才知道，以后再追评。希望好用！容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,颜　　色：10公斤直驱变频滚筒",2426551,c***浓,1
star sa5,comment-3,"心　　得：选了好久的洗衣机 ，最后订了这一台海尔十公斤的洗烘一体。京东非常神速，下单第二天送来，第三天安装。洗衣机整体很漂亮，智能投放洗衣液，安全锁控制，各种功能看起来都好好?非常智能。安装师傅非常耐心的给妈妈讲解用法，送货安装服务都棒棒哒！而且最重要的是一级能效，省水省电，节省能源。希望以后用的过程中美美哒！容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,花冷轩,1
star sa5,comment-1,"标　　签：脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,心　　得：10KG大洗衣机是，老妈和老爸亲点的，说是以后洗被子方便，想洗就洗。大洗衣机担心声音大，所以选择了这款。不错不错，爸妈很喜欢。,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,给辣密,3
star sa5,comment-1,"心　　得：很大气我喜欢，送货安装师傅服务很到位，还没正式使用，后续再发评论，支持国货！洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,冯***淼,6
star sa5,comment-4,"心　　得：还在睡觉，过几天才通水使用，应该不错，期待容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,因***网,1
star sa5,comment-5,"心　　得：买来送给亲爱的老妈，洗衣机已经收到，快递师傅很敬业，家里的旧洗衣机也是海尔，已经用了十几年，所以这次毫不犹豫的选择海尔，虽然还没使用，但是国产大品牌绝对放心！容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,新***线,1
star sa5,comment-6,"心　　得：海尔滚筒洗衣机款式漂亮！容量大！很喜欢的洗衣机！相信海尔的品质！支持国货！支持海尔！容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,r***e,1
star sa5,comment-2,"标　　签：脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,心　　得：挺好,颜　　色：10公斤直驱变频滚筒",2426551,1***m,3
star sa5,comment-3,"标　　签：脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,心　　得：使用了一段时间来评论的，感觉不错，容量大了好多，基本都能一次搞定，老婆再也不用为了洗衣服要分2次而烦恼了。声音也比以前的滚筒轻了很多。,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,t***k,3
star sa5,comment-2,"心　　得：送货推迟一天，没按照系统提示的时间，盖子上有个印子，别是别人退货的机子吧。。。洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,5***a,6
star sa5,comment-3,"心　　得：还行洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,颜　　色：10公斤直驱变频滚筒",2426551,A***7,6
star sa5,comment-1,"标　　签：洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,心　　得：送货快，洗衣效果好，衣服不会捆在一起。,颜　　色：10公斤直驱变频滚筒",2426551,k***6,2
star sa5,comment-7,"心　　得：送货很及时，安装师傅也很负责，认真，安装完成后，使用须知讲解的也很详细，师傅安装完成就洗衣服了，非常安静，每次的洗衣液和柔顺剂都自动投放的，非常省心，个给好评，海尔的服务就是好，容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,友***友,1
star sa5,comment-8,"心　　得：海尔东西还是很不错的，家里基本一套海尔电器，明天就安装了，售后服务也给力，通电试了一下，基本没问题，希望质量过硬，期待海尔给力容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,王***恩,1
star sa5,comment-9,"心　　得：海尔洗衣机质量特别好，用着没有声音，洗的很干净，功能特别实用，强烈推荐的一款好洗衣机。容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,d***1,1
star sa5,comment-1,"心　　得：质量很好，比较下来还是选了这款，超静音，很满意，配送师傅也很仔细认真。态度好，进门自带鞋套，耐心讲解脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***7,4
star sa5,comment-4,"心　　得：东西很好，安装师傅细心脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,颜　　色：10公斤直驱变频滚筒",2426551,t***i,3
star sa5,comment-5,"心　　得：一直在京东购买奶粉，宝宝爱喝！！！！！！！！！！！！！？！？！？！？！？脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,颜　　色：10公斤直驱变频滚筒",2426551,海的蓝--天的蓝,3
star sa5,comment-1,"心　　得：3.15下的单，结果收到以后发现路上撞裂了，打电话给客服，第二天就给换了，服务好，操作简单，非常棒的洗衣机。容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***r,5
star sa5,comment-4,"标　　签：洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,心　　得：商品很好，大气，再也不担心家里面的大件产品没法洗了！,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,2***u,6
star sa5,comment-5,"心　　得：非常满意，是一款智能投放的滚筒洗衣机，以后洗衣服轻松多了，海尔的东西还是不错的！！！洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,仁***心,6
star sa5,comment-2,"心　　得：在实体店观察了很久最后还是选择京东，配送速度超快，安装人员服务好，洗衣机各大功能人性化，智能投放真是一大亮点洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,d***5,2
star sa5,comment-3,"标　　签：洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,心　　得：到目前为止一直运行良好，很喜欢,颜　　色：10公斤直驱变频滚筒",2426551,j***d,2
star sa5,comment-1,"心　　得：安装师傅很用心。很贴心 赞? 喜欢  洗衣机很沉  不过没有声音很好。棒棒哒 师傅辛苦了脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***b,7
star sa5,comment-10,"心　　得：洗的衣服很干净。容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,颜　　色：10公斤直驱变频滚筒",2426551,g***6,1
star sa5,comment-11,"心　　得：看着不是很大的一个洗衣机却很重，试了下机，声音不算大，就是排水口太高导致出现故障，出现故障排除后要手动重启，有点无语。颜值不如金色的。后续希望没问题，全屋最贵的家电了，主要看中直驱和自动投放洗衣液。容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,i***h,1
star sa5,comment-12,"心　　得：物流很快，收到货了。产品是我想要的样子，外观超级漂亮，包装很严实，值得购买。赞赞赞。容量大,噪音很小,洗衣时间短,送货快,操作简单,噪音很小,脱水很好,脱水声音小,动力足,洗衣效果好,容量大,脱水很好,占空间小,全自动不错,送货快,宝宝专用,洗衣效果好,全自动不错,送货快,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,l***5,1
star sa5,comment-2,"心　　得：海尔就是给力，东西相当不错，很满意，希望质量一如既往的好脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***x,4
star sa5,comment-3,"心　　得：上一个洗衣机也是海尔的，这次还是选择了海尔，质量服务都很好，脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,脱水很好,操作简单,噪音很小,脱水很好,容量大,全自动不错,容量大,洗衣机不错,送货快,操作简单,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,友***友,4
star sa5,comment-6,"心　　得：洗衣机外观很好，安装师傅也很用心，很满意的一次购物，信任海尔。脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***倪,3
star sa5,comment-7,"心　　得：感觉不错，高大上脱水声音小,送货快,容量大,占空间小,噪音很小,洗衣机不错,动力足,脱水很好,容量大,洗衣干净,全自动不错,操作简单,送货快,物美价廉,洗衣机不错,容量大,脱水声音小,操作简单,送货快,洗衣机不错,噪音很小,操作简单,容量大,脱水很好,容量大,洗衣干净,噪音很小,动力足,容量大,噪音很小,脱水声音小,全自动不错,物美价廉,动力足,脱水声音小,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,s***i,3
star sa1,comment-1,"心　　得：商品到了有破损很不爽。噪音很小,送货快,洗衣干净,洗衣机不错,洗衣效果好,噪音很小,容量大,送货快,全自动不错,送货快,全自动不错,洗衣时间短,省水省电,动力足,送货快,省水省电,噪音很小,洗衣机不错,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***2,8
star sa5,comment-2,"心　　得：很好支持海尔容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,颜　　色：10公斤直驱变频滚筒",2426551,j***b,5
star sa5,comment-3,"心　　得：海尔就是好，外观好，价格实惠，十公斤洗衣服带劲一次可以洗好多，声音很小，安装师傅安装的细心。容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,容量大,送货快,噪音很小,洗衣干净,脱水很好,容量大,洗衣时间短,脱水声音小,容量大,动力足,省水省电,容量大,操作简单,洗衣干净,洗衣效果好,脱水声音小,送货快,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,l***8,5
star sa3,comment-6,"标　　签：洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,心　　得：刚买完就降几百，太扯了点。。。。,颜　　色：10公斤直驱变频滚筒",2426551,j***1,6
star sa5,comment-7,"心　　得：海尔的冰洗是比较出名的，安装的师傅态度不错，功能、操作给讲的比较详细。这款洗衣机看着不错操作比较简单，功能齐全。值得购买！洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,l***主,6
star sa5,comment-8,"心　　得：海尔值得信耐，家里很多家电是海尔的，不仅质量好，重点是服务好！洗衣效果好,一般,物美价廉,操作简单,省水省电,洗衣干净,噪音很小,洗衣时间短,噪音很小,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,y***1,6
star sa5,comment-4,"心　　得：以为会很大，结果可以装在洗衣柜下面，不错，满足我的要求洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,j***9,2
star sa5,comment-5,"心　　得：不错，声音非常小，很安静。安装师傅非常认真，尽职尽责很给力。服务态度也挺好。洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,洗衣效果好,噪音很小,洗衣机不错,全自动不错,送货快,容量大,占空间小,噪音很小,洗衣机不错,容量大,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,g***b,2
star sa4,comment-2,"心　　得：整体还是不错，感觉有些大啦?。
放洗衣液的盒子缝隙有些大，细节要做好。脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,s***1,7
star sa5,comment-3,"心　　得：洗衣机真的很好  外观好看  功能齐全  就冲这直驱动  赞脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,脱水声音大,洗衣效果好,动力足,物美价廉,占空间小,洗衣干净,脱水声音小,洗衣机不错,动力足,送货快,容量大,占空间小,噪音很小,全自动不错,洗衣干净,噪音很小,省水省电,洗衣效果好,,晒　　单：,颜　　色：10公斤直驱变频滚筒",2426551,jd_781409688,7
